record_id,address_raw,address_norm,date_submitted,est_cost,demo_cost,record_status,type_of_work
"","9 Lafayette Cir 4 2","9 LAFAYETTE CIR 4 2","","","","",""
"","112 Woodside Ave 4 2","112 WOODSIDE AVE 4 2","","","","",""
"","96 Glen Rd 4 2","96 GLEN RD 4 2","","","","",""
"","4 Carver Road 4 2","4 CARVER RD 4 2","","","","",""
"","76 Crest Road 5 3","76 CREST RD 5 3","","","","",""
"","51 Radcliffe Road 5 3","51 RADCLIFFE RD 5 3","","","","",""
"","14 Benvenue Street 5 3","14 BENVENUE ST 5 3","","","","",""
"","7 Benton St 4 2","7 BENTON ST 4 2","","","","",""
"","209 Bristol Rd 4 2","209 BRISTOL RD 4 2","","","","",""
"","16 Fuller Brook Rd 4 4","16 FULLER BROOK RD 4 4","","","","",""
"","40 Haven Road 4 2","40 HAVEN RD 4 2","","","","",""
"","4 Arnold Rd 4 2","4 ARNOLD RD 4 2","","","","",""
"","4 Stevens Road 3 2","4 STEVENS RD 3 2","","","","",""
"","111 Pilgrim Rd 4 2","111 PILGRIM RD 4 2","","","","",""
"","96 Elmwood Rd. 4 2","96 ELMWOOD RD 4 2","","","","",""
"","5 Durant Rd 4 3","5 DURANT RD 4 3","","","","",""
"","95 Crest Rd 4 4","95 CREST RD 4 4","","","","",""
"","52 Denton Rd 4 2","52 DENTON RD 4 2","","","","",""
"","24 Standish Road 4 3","24 STANDISH RD 4 3","","","","",""
"","33 Benvenue Street 5 3","33 BENVENUE ST 5 3","","","","",""
"","170 Benvenue Street 5 3","170 BENVENUE ST 5 3","","","","",""
"","76 Washington Street 4 2","76 WASHINGTON ST 4 2","","","","",""
"","104 Westgate Rd 4 2","104 WESTGATE RD 4 2","","","","",""
"","37 Glen Road 6 3","37 GLEN RD 6 3","","","","",""
"","18 Elm Street 4 2","18 ELM ST 4 2","","","","",""
"","59 Avon Rd 4 2","59 AVON RD 4 2","","","","",""
"","99 Parker Road 4 3","99 PARKER RD 4 3","","","","",""
"","26 Woodridge Rd 4 2","26 WOODRIDGE RD 4 2","","","","",""
"","55 Atwood St 6 4","55 ATWOOD ST 6 4","","","","",""
"","21 Hickory Road 4 2","21 HICKORY RD 4 2","","","","",""
"","7 Madison Rd 5 2","7 MADISON RD 5 2","","","","",""
"","97 Elmwood Rd 5 3","97 ELMWOOD RD 5 3","","","","",""
"","9 Berkeley Rd 4 2","9 BERKELEY RD 4 2","","","","",""
"","6 Crestwood Drive 4 2","6 CRESTWOOD DR 4 2","","","","",""
"","37 Maugus Hill Rd 4 3","37 MAUGUS HILL RD 4 3","","","","",""
"","46 Leewood Rd 4 2","46 LEEWOOD RD 4 2","","","","",""
"","4 Granite St 4 3","4 GRANITE ST 4 3","","","","",""
"","4 Strathmore Road 4 2","4 STRATHMORE RD 4 2","","","","",""
"","3 Garrison Rd 4 3","3 GARRISON RD 4 3","","","","",""
"","50 Cartwright Road 4 2","50 CARTWRIGHT RD 4 2","","","","",""
"","36 S River 3 2","36 S RIVER 3 2","","","","",""
"","324 Linden St 6 5","324 LINDEN ST 6 5","","","","",""
"","89 Beechwood Rd 4 2","89 BEECHWOOD RD 4 2","","","","",""
"","29 Denton Rd 4 2","29 DENTON RD 4 2","","","","",""
"","25 Upson Rd 4 3","25 UPSON RD 4 3","","","","",""
"","6 Wilde Rd 3 2","6 WILDE RD 3 2","","","","",""
"","6 Willow Park 5 4","6 WILLOW PARK 5 4","","","","",""
"","24 Garrison Rd 4 2","24 GARRISON RD 4 2","","","","",""
"","45 Upson Road 4 3","45 UPSON RD 4 3","","","","",""
"","80 Kingsbury Street 5 2","80 KINGSBURY ST 5 2","","","","",""
"","93 Woodlawn Ave 3 2","93 WOODLAWN AVE 3 2","","","","",""
"","29 Brook Street 4 3","29 BROOK ST 4 3","","","","",""
"","145 Grove St 4 2","145 GROVE ST 4 2","","","","",""
"","117 Elmwood Rd 4 2","117 ELMWOOD RD 4 2","","","","",""
"","10 Springdale Ave 4 2","10 SPRINGDALE AVE 4 2","","","","",""
"","66 Denton Rd 5 3","66 DENTON RD 5 3","","","","",""
"","27 Forest Street 5 3","27 FOREST ST 5 3","","","","",""
"","2 Longfellow Rd 4 3","2 LONGFELLOW RD 4 3","","","","",""
"","5 Middlesex St 6 3","5 MIDDLESEX ST 6 3","","","","",""
"","66 Audubon Rd 3 2","66 AUDUBON RD 3 2","","","","",""
"","6 Spruce Park 3 2","6 SPRUCE PARK 3 2","","","","",""
"","19 Louis Drive 4 3","19 LOUIS DR 4 3","","","","",""
"","21 Madison Rd 4 3","21 MADISON RD 4 3","","","","",""
"","52 Beverly 4 2","52 BEVERLY 4 2","","","","",""
"","11 Vane St 3 2","11 VANE ST 3 2","","","","",""
"","17 Longfellow Road 4 2","17 LONGFELLOW RD 4 2","","","","",""
"","53 Madison Rd 4 2","53 MADISON RD 4 2","","","","",""
"","20 Bryn Mawr Rd 3 3","20 BRYN MAWR RD 3 3","","","","",""
"","110 Glen Rd 4 3","110 GLEN RD 4 3","","","","",""
"","8 Pine Ridge Rd 4 3","8 PINE RIDGE RD 4 3","","","","",""
"","10 Longfellow Rd 4 1","10 LONGFELLOW RD 4 1","","","","",""
"","14 Audubon Road 4 3","14 AUDUBON RD 4 3","","","","",""
"","31 Bay State Rd 3 2","31 BAY STATE RD 3 2","","","","",""
"","29 Brookfield Road 4 2","29 BROOKFIELD RD 4 2","","","","",""
"","14 Sunset 3 2","14 SUNSET 3 2","","","","",""
"","10 Paine St 3 2","10 PAINE ST 3 2","","","","",""
"","65 Audubon Rd 3 2","65 AUDUBON RD 3 2","","","","",""
"","42 Fuller Brook Rd 4 2","42 FULLER BROOK RD 4 2","","","","",""
"","50 Parker Road 4 2","50 PARKER RD 4 2","","","","",""
"","90 Edgemoor Ave 4 2","90 EDGEMOOR AVE 4 2","","","","",""
"","19 Orchard St 4 2","19 ORCHARD ST 4 2","","","","",""
"","7 Southwick Cir 5 2","7 SOUTHWICK CIR 5 2","","","","",""
"","17 Abbott Street 5 2","17 ABBOTT ST 5 2","","","","",""
"","200 Washington Street 4 3","200 WASHINGTON ST 4 3","","","","",""
"","5 Vane Street 4 3","5 VANE ST 4 3","","","","",""
"","54 Northgate Rd 4 2","54 NORTHGATE RD 4 2","","","","",""
"","10 Laurel Terrace 5 3","10 LAUREL TER 5 3","","","","",""
"","6 Pilgrim Rd 4 2","6 PILGRIM RD 4 2","","","","",""
"","4 Southwick Cir 3 1","4 SOUTHWICK CIR 3 1","","","","",""
"","17 Midland Rd 4 3","17 MIDLAND RD 4 3","","","","",""
"","41 Sawyer Rd 4 2","41 SAWYER RD 4 2","","","","",""
"","28 Lantern Lane 4 3","28 LANTERN LN 4 3","","","","",""
"","120 Crest Rd 3 1","120 CREST RD 3 1","","","","",""
"","106 Edgemoor Ave 3 2","106 EDGEMOOR AVE 3 2","","","","",""
"","447 Weston Road 4 3","447 WESTON RD 4 3","","","","",""
"","428 Weston Road 5 3","428 WESTON RD 5 3","","","","",""
"","112 Wellesley Ave 4 1","112 WELLESLEY AVE 4 1","","","","",""
"","6 Earle Rd. 4 2","6 EARLE RD 4 2","","","","",""
"","39 Standish Road 3 2","39 STANDISH RD 3 2","","","","",""
"","19 Wall St 3 2","19 WALL ST 3 2","","","","",""
"","3 Dexter Road 3 2","3 DEXTER RD 3 2","","","","",""
"","31 Bancroft 5 3","31 BANCROFT 5 3","","","","",""
"","6 Saunders Ter 3 2","6 SAUNDERS TER 3 2","","","","",""
"","11 Durant Rd 3 3","11 DURANT RD 3 3","","","","",""
"","47 Colburn Rd 3 2","47 COLBURN RD 3 2","","","","",""
"","52 Cottonwood Rd. 3 2","52 COTTONWOOD RD 3 2","","","","",""
"","77 Parker Rd 4 2","77 PARKER RD 4 2","","","","",""
"","12 Intervale Rd 3 2","12 INTERVALE RD 3 2","","","","",""
"","14 Curve Street 4 2","14 CURVE ST 4 2","","","","",""
"","2 Twitchell St 4 2","2 TWITCHELL ST 4 2","","","","",""
"","98 Parker Rd 3 3","98 PARKER RD 3 3","","","","",""
"","410 School St 5 3","410 SCHOOL ST 5 3","","","","",""
"","31 Woodfield Rd 3 2","31 WOODFIELD RD 3 2","","","","",""
"","97 Crest Rd 4 3","97 CREST RD 4 3","","","","",""
"","25 Crown Ridge Rd 4 2","25 CROWN RIDGE RD 4 2","","","","",""
"","56 Pine Plain Road 4 3","56 PINE PLAIN RD 4 3","","","","",""
"","5 Ivy Road 3 2","5 IVY RD 3 2","","","","",""
"","92 Parker Rd 3 2","92 PARKER RD 3 2","","","","",""
"","1 Brookfield Cir 4 2","1 BROOKFIELD CIR 4 2","","","","",""
"","36 Laurel Ave 3 2","36 LAUREL AVE 3 2","","","","",""
"","30 Colby Rd 4 2","30 COLBY RD 4 2","","","","",""
"","115 Parker Rd 4 1","115 PARKER RD 4 1","","","","",""
"","23 Priscilla Cir 3 2","23 PRISCILLA CIR 3 2","","","","",""
"","61 Kirkland Circle 4 2","61 KIRKLAND CIR 4 2","","","","",""
"","57 Cottage St 3 1","57 COTTAGE ST 3 1","","","","",""
"","500 Worcester Street 4 2","500 WORCESTER ST 4 2","","","","",""
"","17 Oakland Street 3 2","17 OAKLAND ST 3 2","","","","",""
"","30 S River Street 3 2","30 S RIVER ST 3 2","","","","",""
"","45 Shirley Rd 4 1","45 SHIRLEY RD 4 1","","","","",""
"","7 Bacon St 4 2","7 BACON ST 4 2","","","","",""
"","31-B Oak St 3 2","31-B OAK ST 3 2","","","","",""
"","3 Sprague 5 5","3 SPRAGUE 5 5","","","","",""
"","679 Worcester St 6 3","679 WORCESTER ST 6 3","","","","",""
"","9 Damien Rd 4 2","9 DAMIEN RD 4 2","","","","",""
"","11 Maurice Rd 3 1","11 MAURICE RD 3 1","","","","",""
"","225 Walnut St 6 3","225 WALNUT ST 6 3","","","","",""
"","17 Upwey Rd 3 1","17 UPWEY RD 3 1","","","","",""
"","2 Shirley Rd 3 2","2 SHIRLEY RD 3 2","","","","",""
"","7 Summit Rd 4 2","7 SUMMIT RD 4 2","","","","",""
"","23 Cottonwood Rd 4 3","23 COTTONWOOD RD 4 3","","","","",""
"","1 Roberts Rd 3 3","1 ROBERTS RD 3 3","","","","",""
"","40 Upson Rd 3 2","40 UPSON RD 3 2","","","","",""
"","15 Lafayette Cir 3 1","15 LAFAYETTE CIR 3 1","","","","",""
"","20 Morses Pond Road 3 2","20 MORSES POND RD 3 2","","","","",""
"","22 Priscilla Cir 4 2","22 PRISCILLA CIR 4 2","","","","",""
"","71 Smith St. 4 2","71 SMITH ST 4 2","","","","",""
"","109 Elmwood Rd 3 3","109 ELMWOOD RD 3 3","","","","",""
"","39 Park Avenue 3 1","39 PARK AVE 3 1","","","","",""
"","20 Sunset Road 3 2","20 SUNSET RD 3 2","","","","",""
"","39 Mayo Road 3 2","39 MAYO RD 3 2","","","","",""
"","4 High Ledge Avenue 3 1","4 HIGH LEDGE AVE 3 1","","","","",""
"","37 Kirkland Cir 4 2","37 KIRKLAND CIR 4 2","","","","",""
"","82 Beechwood Rd 4 3","82 BEECHWOOD RD 4 3","","","","",""
"","118 Parker Road 3 2","118 PARKER RD 3 2","","","","",""
"","25 Columbia St 6 3","25 COLUMBIA ST 6 3","","","","",""
"","20 Garrison Rd 3 2","20 GARRISON RD 3 2","","","","",""
"","27 Lexington Rd 4 2","27 LEXINGTON RD 4 2","","","","",""
"","30 Overbrook Drive 5 2","30 OVERBROOK DR 5 2","","","","",""
"","11 Wilde Rd 4 2","11 WILDE RD 4 2","","","","",""
"","51 Boulder Brook Rd 3 1","51 BOULDER BROOK RD 3 1","","","","",""
"","25 Francis Rd 6 3","25 FRANCIS RD 6 3","","","","",""
"","11 Oakencroft Road 4 3","11 OAKENCROFT RD 4 3","","","","",""
"","75 Curve St 4 2","75 CURVE ST 4 2","","","","",""
"","36 Summit Rd 3 2","36 SUMMIT RD 3 2","","","","",""
"","15 Oriole Rd 3 2","15 ORIOLE RD 3 2","","","","",""
"","39 Prospect Street 5 3","39 PROSPECT ST 5 3","","","","",""
"","120 Crest Rd 3 1","120 CREST RD 3 1","","","","",""
"","17 Colburn Rd 3 1","17 COLBURN RD 3 1","","","","",""
"","8 Oakdale Ave 3 2","8 OAKDALE AVE 3 2","","","","",""
"","41 Rice St 3 3","41 RICE ST 3 3","","","","",""
"","57 Cottage St 3 1","57 COTTAGE ST 3 1","","","","",""
"","3 Claflin Road 3 2","3 CLAFLIN RD 3 2","","","","",""
"","45 Mayo Rd 3 2","45 MAYO RD 3 2","","","","",""
"","24 Hampden St 6 2","24 HAMPDEN ST 6 2","","","","",""
"","374 Weston Rd 4 1","374 WESTON RD 4 1","","","","",""
"","14 Ivy Rd 3 1","14 IVY RD 3 1","","","","",""
"","15 Cedar Street 4 3","15 CEDAR ST 4 3","","","","",""
"","24 Fuller Brook Road 3 2","24 FULLER BROOK RD 3 2","","","","",""
"","74 Curve St 3 1","74 CURVE ST 3 1","","","","",""
"","25 Glen Road 4 2","25 GLEN RD 4 2","","","","",""
"","12 Curve St 4 1","12 CURVE ST 4 1","","","","",""
"","16 Abbott Street 3 2","16 ABBOTT ST 3 2","","","","",""
"","42 Cottage St 4 1","42 COTTAGE ST 4 1","","","","",""
"","28 Cunningham Road 3 2","28 CUNNINGHAM RD 3 2","","","","",""
"","35 Windemere Rd 3 2","35 WINDEMERE RD 3 2","","","","",""
"","35 Garrison Rd 3 2","35 GARRISON RD 3 2","","","","",""
"","298 Weston Rd 3 2","298 WESTON RD 3 2","","","","",""
"","7 Hastings Street 4 2","7 HASTINGS ST 4 2","","","","",""
"","10 Strathmore Road 4 2","10 STRATHMORE RD 4 2","","","","",""
"","25 Curve St 3 2","25 CURVE ST 3 2","","","","",""
"","73 Prospect St 4 1","73 PROSPECT ST 4 1","","","","",""
"","397 Linden Street 5 1","397 LINDEN ST 5 1","","","","",""
"","48 Fuller Brook Rd 3 2","48 FULLER BROOK RD 3 2","","","","",""
"","36 Sunset Road 2 3","36 SUNSET RD 2 3","","","","",""
"","33 Avon Road 3 1","33 AVON RD 3 1","","","","",""
"","3 Bobolink Rd 4 3","3 BOBOLINK RD 4 3","","","","",""
"","27 Heckle St 5 3","27 HECKLE ST 5 3","","","","",""
"","81 River Street 6 2","81 RIVER ST 6 2","","","","",""
"","36 Donizetti St 3 2","36 DONIZETTI ST 3 2","","","","",""
"","1 Bow Street 3 2","1 BOW ST 3 2","","","","",""
"","12 Durant Road 3 2","12 DURANT RD 3 2","","","","",""
"","6 Fisher Ave 4 3","6 FISHER AVE 4 3","","","","",""
"","16 Granite Street 4 1","16 GRANITE ST 4 1","","","","",""
"","11 Sessions St 3 2","11 SESSIONS ST 3 2","","","","",""
"","64 Curve Street 4 2","64 CURVE ST 4 2","","","","",""
"","5 Bow St 3 2","5 BOW ST 3 2","","","","",""
"","11 Bryn Mawr Rd 3 1","11 BRYN MAWR RD 3 1","","","","",""
"","58 Curve St 3 1","58 CURVE ST 3 1","","","","",""
"","42 Summit Road 3 1","42 SUMMIT RD 3 1","","","","",""
"","19 Edgemoor Ave 4 3","19 EDGEMOOR AVE 4 3","","","","",""
"","43 College Road 2 2","43 COLLEGE RD 2 2","","","","",""
"","23 Lexington Rd 4 2","23 LEXINGTON RD 4 2","","","","",""
"","31 Kingsbury St 3 1","31 KINGSBURY ST 3 1","","","","",""
"","241 Weston Rd 3 1","241 WESTON RD 3 1","","","","",""
"","23 Wareland Rd 3 2","23 WARELAND RD 3 2","","","","",""
"","298 Weston Rd 3 2","298 WESTON RD 3 2","","","","",""
"","17 Pleasant Street U:17 4 3","17 PLEASANT ST U:17 4 3","","","","",""
"","62 Pleasant 2 2","62 PLEASANT 2 2","","","","",""
"","21 Wellesley Ave 4 3","21 WELLESLEY AVE 4 3","","","","",""
"","282 Oakland Street 3 2","282 OAKLAND ST 3 2","","","","",""
"","8 Hastings St 3 1","8 HASTINGS ST 3 1","","","","",""
"","15 Cunningham Road 3 1","15 CUNNINGHAM RD 3 1","","","","",""
"","19 Northgate Road 3 1","19 NORTHGATE RD 3 1","","","","",""
"","73 Brook St 2 1","73 BROOK ST 2 1","","","","",""
"","26 Cottage St 4 2","26 COTTAGE ST 4 2","","","","",""
"","1 Bancroft Road 4 1","1 BANCROFT RD 4 1","","","","",""
"","37 River Ridge Road 3 2","37 RIVER RIDGE RD 3 2","","","","",""
"","5 Intervale Rd 2 2","5 INTERVALE RD 2 2","","","","",""
"","365 Weston Road 4 2","365 WESTON RD 4 2","","","","",""
"","14 Intervale Road 3 2","14 INTERVALE RD 3 2","","","","",""
"","3 Rockland St 3 2","3 ROCKLAND ST 3 2","","","","",""
"","3 Vista Rd 3 2","3 VISTA RD 3 2","","","","",""
"","346 Linden Street 3 2","346 LINDEN ST 3 2","","","","",""
"","14 Bird Hill Avenue 3 2","14 BIRD HILL AVE 3 2","","","","",""
"","144 Oakland Street 4 2","144 OAKLAND ST 4 2","","","","",""
"","432 Weston Road 3 2","432 WESTON RD 3 2","","","","",""
"","91 Prospect 4 2","91 PROSPECT 4 2","","","","",""
"","3 BOBOLINK ROAD 4 3","3 BOBOLINK RD 4 3","","","","",""
"","2 Brookdale Ave 4 2","2 BROOKDALE AVE 4 2","","","","",""
"","35 Overbrook Dr 3 2","35 OVERBROOK DR 3 2","","","","",""
"","21 Intervale Road 3 1","21 INTERVALE RD 3 1","","","","",""
"","19 Wareland Rd 4 2","19 WARELAND RD 4 2","","","","",""
"","77 Wellesley Ave 4 2","77 WELLESLEY AVE 4 2","","","","",""
"","17 Roberts Rd 3 1","17 ROBERTS RD 3 1","","","","",""
"","4 Earle Road 3 2","4 EARLE RD 3 2","","","","",""
"","66 River Street 3 1","66 RIVER ST 3 1","","","","",""
"","12 Wildon Rd 3 1","12 WILDON RD 3 1","","","","",""
"","19 Eaton Ct 6 1","19 EATON CT 6 1","","","","",""
"","9 Stonecleve Rd 3 2","9 STONECLEVE RD 3 2","","","","",""
"","38 Riverdale Road 4 1","38 RIVERDALE RD 4 1","","","","",""
"","13 Fells Rd 3 1","13 FELLS RD 3 1","","","","",""
"","721 Worcester St 4 2","721 WORCESTER ST 4 2","","","","",""
"","21 Fuller Brook Rd 3 1","21 FULLER BROOK RD 3 1","","","","",""
"","44 Chesterton Rd 4 2","44 CHESTERTON RD 4 2","","","","",""
"","28 Poplar Rd 3 2","28 POPLAR RD 3 2","","","","",""
"","373 Worcester Street 3 1","373 WORCESTER ST 3 1","","","","",""
"","401 Weston Rd 3 1","401 WESTON RD 3 1","","","","",""
"","392 Wellesley Ave 4 2","392 WELLESLEY AVE 4 2","","","","",""
"","16 Woodfield Rd 3 1","16 WOODFIELD RD 3 1","","","","",""
"","421 Weston Road 3 1","421 WESTON RD 3 1","","","","",""
"","312 Linden St 3 3","312 LINDEN ST 3 3","","","","",""
"","26 Kimlo Rd 3 2","26 KIMLO RD 3 2","","","","",""
"","155 Cedar St 4 2","155 CEDAR ST 4 2","","","","",""
"","9 Wiswall Circle U:9 2 2","9 WISWALL CIR U:9 2 2","","","","",""
"","19 Harris Ave 4 3","19 HARRIS AVE 4 3","","","","",""
"","27 Boulevard Rd 4 1","27 BLVD RD 4 1","","","","",""
"","33 Bay View Rd 3 2","33 BAY VIEW RD 3 2","","","","",""
"","345 Linden 3 1","345 LINDEN 3 1","","","","",""
"","94 Great Plain Ave 4 1","94 GREAT PLAIN AVE 4 1","","","","",""
"","294 Weston Rd 3 1","294 WESTON RD 3 1","","","","",""
"","75 Russell Rd 2 2","75 RUSSELL RD 2 2","","","","",""
"","62 Donizetti St 2 1","62 DONIZETTI ST 2 1","","","","",""
"","85 Cedar Street 3 1","85 CEDAR ST 3 1","","","","",""
"","32 Cavanaugh Road 3 1","32 CAVANAUGH RD 3 1","","","","",""
"","44 Hundreds Road 3 2","44 HUNDREDS RD 3 2","","","","",""
"","6 Oakland Street 3 2","6 OAKLAND ST 3 2","","","","",""
"","32 S Woodside Avenue 3 1","32 S WOODSIDE AVE 3 1","","","","",""
"","17 Schaller St 4 1","17 SCHALLER ST 4 1","","","","",""
"","22 Stonecleve Rd 3 1","22 STONECLEVE RD 3 1","","","","",""
"","10 Fife Rd 3 1","10 FIFE RD 3 1","","","","",""
"","731 Worcester St 3 2","731 WORCESTER ST 3 2","","","","",""
"","22 Kimlo Rd 3 2","22 KIMLO RD 3 2","","","","",""
"","46 Upson Rd 2 1","46 UPSON RD 2 1","","","","",""
"","31 Charles St 3 2","31 CHARLES ST 3 2","","","","",""
"","27 Kirkland Circle 4 1","27 KIRKLAND CIR 4 1","","","","",""
"","25 Shaw Rd 2 1","25 SHAW RD 2 1","","","","",""
"","24 Edgemoor Ave 2 1","24 EDGEMOOR AVE 2 1","","","","",""
"","41 Park Ave 2 1","41 PARK AVE 2 1","","","","",""
"","15 Hill Top Road 2 1","15 HILL TOP RD 2 1","","","","",""
"","44 Cottonwood Road 3 1","44 COTTONWOOD RD 3 1","","","","",""
"","12 Stonecleve Rd 2 2","12 STONECLEVE RD 2 2","","","","",""
"","11 Alba Road 3 1","11 ALBA RD 3 1","","","","",""
"","814 Worcester Street 3 2","814 WORCESTER ST 3 2","","","","",""
"","6 Intervale Rd 2 1","6 INTERVALE RD 2 1","","","","",""
"","25 Thomas Rd 3 1","25 THOMAS RD 3 1","","","","",""
"","847 Worcester St 3 2","847 WORCESTER ST 3 2","","","","",""
"","368 Worcester Street 6 3","368 WORCESTER ST 6 3","","","","",""
"","855 Worcester St 3 2","855 WORCESTER ST 3 2","","","","",""
"","838 Worcester 4 2","838 WORCESTER 4 2","","","","",""
"","63 Russell Rd 4 1","63 RUSSELL RD 4 1","","","","",""
"","61 Beechwood Rd 3 2","61 BEECHWOOD RD 3 2","","","","",""
"","603 Worcester St 3 2","603 WORCESTER ST 3 2","","","","",""
"","6 Walnut Place 3 1","6 WALNUT PL 3 1","","","","",""
"","32 Rockland St 3 1","32 ROCKLAND ST 3 1","","","","",""
"","1 Dale St 3 2","1 DALE ST 3 2","","","","",""
"","40 Cedar St 2 1","40 CEDAR ST 2 1","","","","",""
"","51 Riverdale Road 3 2","51 RIVERDALE RD 3 2","","","","",""
"","17 Pine Plain Road 1 1","17 PINE PLAIN RD 1 1","","","","",""
"","460 WORCESTER STREET 1 1","460 WORCESTER ST 1 1","","","","",""
"","87 Hundreds Rd","87 HUNDREDS RD","","","","",""
"","52 Valley Rd","52 VALLEY RD","","","","",""
"","15 Lathrop Rd","15 LATHROP RD","","","","",""
"","222 Grove - Land","222 GROVE - LAND","","","","",""
"","17 Suffolk Rd","17 SUFFOLK RD","","","","",""
"","67 Old Colony Rd","67 OLD COLONY RD","","","","",""
"","201 Lowell Road","201 LOWELL RD","","","","",""
"","25 Oak St","25 OAK ST","","","","",""
"","22-24 Edgemoor Ave","22-24 EDGEMOOR AVE","","","","",""
"","51 Scotch Pine Road 6 8","51 SCOTCH PINE RD 6 8","","","","",""
"","166 Edmunds Rd 4 7","166 EDMUNDS RD 4 7","","","","",""
"","209 Cliff Rd 7 6","209 CLIFF RD 7 6","","","","",""
"","1 & 11 Kenilworth Rd 7 8","1 & 11 KENILWORTH RD 7 8","","","","",""
"","14 Monadnock Road 5 5","14 MONADNOCK RD 5 5","","","","",""
"","103 Livingston Rd 7 7","103 LIVINGSTON RD 7 7","","","","",""
"","9 Peirce Rd 7 5","9 PEIRCE RD 7 5","","","","",""
"","45 Ravine Rd 6 8","45 RAVINE RD 6 8","","","","",""
"","30 Falmouth Rd 6 6","30 FALMOUTH RD 6 6","","","","",""
"","62 Carisbrooke Road 8 5","62 CARISBROOKE RD 8 5","","","","",""
"","159 Dover Rd and 38 Livingston Rd 7 7","159 DOVER RD AND 38 LIVINGSTON RD 7 7","","","","",""
"","28 Sturbridge Rd 6 6","28 STURBRIDGE RD 6 6","","","","",""
"","89 Ledgeways 6 7","89 LEDGEWAYS 6 7","","","","",""
"","77 Woodcliff Road 5 4","77 WOODCLIFF RD 5 4","","","","",""
"","8 Lowell Rd 6 6","8 LOWELL RD 6 6","","","","",""
"","38 Windsor Road 5 6","38 WINDSOR RD 5 6","","","","",""
"","10 Albion Rd 6 6","10 ALBION RD 6 6","","","","",""
"","92 Hundreds Rd 6 7","92 HUNDREDS RD 6 7","","","","",""
"","21 Greylock Road 7 7","21 GREYLOCK RD 7 7","","","","",""
"","62 Hampshire Road 7 6","62 HAMPSHIRE RD 7 6","","","","",""
"","15 Falmouth Circle 7 6","15 FALMOUTH CIR 7 6","","","","",""
"","190 Pond Rd 5 6","190 POND RD 5 6","","","","",""
"","62 & 66 Temple Rd 5 5","62 & 66 TEMPLE RD 5 5","","","","",""
"","43 Highgate 5 4","43 HIGHGATE 5 4","","","","",""
"","146 Lowell Road 6 5","146 LOWELL RD 6 5","","","","",""
"","60 White Oak Rd 5 6","60 WHITE OAK RD 5 6","","","","",""
"","47 Royalston Road 5 6","47 ROYALSTON RD 5 6","","","","",""
"","58 Ridge Hill Farm Rd 5 7","58 RIDGE HILL FARM RD 5 7","","","","",""
"","68 Woodcliff Rd 5 6","68 WOODCLIFF RD 5 6","","","","",""
"","15 Winding River Cir 6 7","15 WINDING RIVER CIR 6 7","","","","",""
"","12 Mountview Rd 5 6","12 MOUNTVIEW RD 5 6","","","","",""
"","16 Ridge Hill Farm Rd 5 5","16 RIDGE HILL FARM RD 5 5","","","","",""
"","68 Woodcliff 5 6","68 WOODCLIFF 5 6","","","","",""
"","15 Woodcliff Rd 6 6","15 WOODCLIFF RD 6 6","","","","",""
"","95 Albion Rd 7 6","95 ALBION RD 7 6","","","","",""
"","17 Clark Road 6 8","17 CLARK RD 6 8","","","","",""
"","29 Croton St 5 4","29 CROTON ST 5 4","","","","",""
"","124 Dover Rd 6 6","124 DOVER RD 6 6","","","","",""
"","64 Cartwright Road 7 6","64 CARTWRIGHT RD 7 6","","","","",""
"","37 Royalston Rd 6 6","37 ROYALSTON RD 6 6","","","","",""
"","60 Audubon Rd 6 7","60 AUDUBON RD 6 7","","","","",""
"","36 Oakridge 5 5","36 OAKRIDGE 5 5","","","","",""
"","8 Deerfield Road 6 6","8 DEERFIELD RD 6 6","","","","",""
"","71 Carisbrooke Rd 5 4","71 CARISBROOKE RD 5 4","","","","",""
"","44 Sabrina Road 6 7","44 SABRINA RD 6 7","","","","",""
"","211 Grove St 7 7","211 GROVE ST 7 7","","","","",""
"","21 Sturbridge Road 6 6","21 STURBRIDGE RD 6 6","","","","",""
"","19 Sawyer Rd 6 5","19 SAWYER RD 6 5","","","","",""
"","35 Cliff Rd 8 4","35 CLIFF RD 8 4","","","","",""
"","190 Winding River Rd 5 6","190 WINDING RIVER RD 5 6","","","","",""
"","68 Woodcliff Rd 5 6","68 WOODCLIFF RD 5 6","","","","",""
"","71 Hundreds Rd 6 6","71 HUNDREDS RD 6 6","","","","",""
"","11 Lehigh Rd 6 5","11 LEHIGH RD 6 5","","","","",""
"","9 Franklin 5 5","9 FRANKLIN 5 5","","","","",""
"","59 Hundreds Circle 5 6","59 HUNDREDS CIR 5 6","","","","",""
"","152 Lowell Road 5 5","152 LOWELL RD 5 5","","","","",""
"","140 Wellesley Ave 6 6","140 WELLESLEY AVE 6 6","","","","",""
"","190 Pond Road 5 6","190 POND RD 5 6","","","","",""
"","84 Old Colony Road 6 6","84 OLD COLONY RD 6 6","","","","",""
"","34 Livingston Road 6 4","34 LIVINGSTON RD 6 4","","","","",""
"","92 Royalston Road 6 4","92 ROYALSTON RD 6 4","","","","",""
"","17 Temple Rd 5 6","17 TEMPLE RD 5 6","","","","",""
"","165 Cliff Rd 6 5","165 CLIFF RD 6 5","","","","",""
"","90 Hundreds Rd 5 4","90 HUNDREDS RD 5 4","","","","",""
"","22 Temple Rd 5 5","22 TEMPLE RD 5 5","","","","",""
