record_id,address_raw,address_norm,date_submitted,est_cost,demo_cost,record_status,type_of_work
"","6 Kenilworth Circle 5 3","6 KENILWORTH CIR 5 3","","","","",""
"","45 Cartwright Rd 4 2","45 CARTWRIGHT RD 4 2","","","","",""
"","58 Pleasant St 4 2","58 PLEASANT ST 4 2","","","","",""
"","10 Denton Rd 5 3","10 DENTON RD 5 3","","","","",""
"","43 Woodridge Road 4 3","43 WOODRIDGE RD 4 3","","","","",""
"","10 Vane Street 5 3","10 VANE ST 5 3","","","","",""
"","15 River Glen Road 5 3","15 RIVER GLEN RD 5 3","","","","",""
"","5 Clifton Road 6 3","5 CLIFTON RD 6 3","","","","",""
"","85 Ledgeways 5 2","85 LEDGEWAYS 5 2","","","","",""
"","39 Denton Rd 6 5","39 DENTON RD 6 5","","","","",""
"","46 Windsor Rd 5 3","46 WINDSOR RD 5 3","","","","",""
"","18 Webb Ave 4 4","18 WEBB AVE 4 4","","","","",""
"","81 Emerson Rd 5 4","81 EMERSON RD 5 4","","","","",""
"","3 Peck Ave 4 4","3 PECK AVE 4 4","","","","",""
"","82 Forest Street 4 3","82 FOREST ST 4 3","","","","",""
"","38 Shirley Rd 4 2","38 SHIRLEY RD 4 2","","","","",""
"","140 Forest Street 5 3","140 FOREST ST 5 3","","","","",""
"","119 Hampshire Rd 4 2","119 HAMPSHIRE RD 4 2","","","","",""
"","8 Hodges Avenue 5 3","8 HODGES AVE 5 3","","","","",""
"","23 Howe St 5 3","23 HOWE ST 5 3","","","","",""
"","10 Dudley Rd 5 4","10 DUDLEY RD 5 4","","","","",""
"","11 Hillside Rd 4 2","11 HILLSIDE RD 4 2","","","","",""
"","22 Stanford Rd 5 2","22 STANFORD RD 5 2","","","","",""
"","26 Hunnewell Street 4 4","26 HUNNEWELL ST 4 4","","","","",""
"","3 Benton Street 5 3","3 BENTON ST 5 3","","","","",""
"","1 Burnett Lane 5 3","1 BURNETT LN 5 3","","","","",""
"","215 Cedar St 5 3","215 CEDAR ST 5 3","","","","",""
"","7 Crescent St 4 2","7 CRESCENT ST 4 2","","","","",""
"","28 Sunset Rd 4 2","28 SUNSET RD 4 2","","","","",""
"","3 Fuller Brook Rd 4 2","3 FULLER BROOK RD 4 2","","","","",""
"","31 Alba 5 3","31 ALBA 5 3","","","","",""
"","71 Fuller Brook Rd 4 3","71 FULLER BROOK RD 4 3","","","","",""
"","17 Belair Rd 4 3","17 BELAIR RD 4 3","","","","",""
"","33 Upson Rd 5 3","33 UPSON RD 5 3","","","","",""
"","14 Saunders Ter 4 2","14 SAUNDERS TER 4 2","","","","",""
"","17 Shirley Rd 4 2","17 SHIRLEY RD 4 2","","","","",""
"","29 Benvenue St 4 3","29 BENVENUE ST 4 3","","","","",""
"","131 Grove St 4 3","131 GROVE ST 4 3","","","","",""
"","55 Arnold Rd 3 2","55 ARNOLD RD 3 2","","","","",""
"","61 Whittier Rd 5 3","61 WHITTIER RD 5 3","","","","",""
"","19 Shelley Road 5 4","19 SHELLEY RD 5 4","","","","",""
"","28 Hillside Rd 4 3","28 HILLSIDE RD 4 3","","","","",""
"","55 Cottage St 5 4","55 COTTAGE ST 5 4","","","","",""
"","80 Audubon Road 4 3","80 AUDUBON RD 4 3","","","","",""
"","19 Woodridge Rd 4 2","19 WOODRIDGE RD 4 2","","","","",""
"","15 Pleasant St. 4 3","15 PLEASANT ST 4 3","","","","",""
"","196 Cedar Street 6 5","196 CEDAR ST 6 5","","","","",""
"","21 Appleby Road 4 3","21 APPLEBY RD 4 3","","","","",""
"","38 Dover Rd 4 3","38 DOVER RD 4 3","","","","",""
"","3 Strathmore Rd 3 2","3 STRATHMORE RD 3 2","","","","",""
"","3 Garrison Rd 4 3","3 GARRISON RD 4 3","","","","",""
"","7 Hodges Avenue 4 2","7 HODGES AVE 4 2","","","","",""
"","8 Solon St 5 3","8 SOLON ST 5 3","","","","",""
"","17 Westwood Rd 5 3","17 WESTWOOD RD 5 3","","","","",""
"","49 Longfellow Rd 4 3","49 LONGFELLOW RD 4 3","","","","",""
"","9 Marvin Rd 4 2","9 MARVIN RD 4 2","","","","",""
"","20 Oakland St lot 1 6 3","20 OAKLAND ST LOT 1 6 3","","","","",""
"","18 Tennyson Road 5 3","18 TENNYSON RD 5 3","","","","",""
"","43 Amherst Road 4 2","43 AMHERST RD 4 2","","","","",""
"","22 Cavanaugh Rd 4 3","22 CAVANAUGH RD 4 3","","","","",""
"","117 Albion Road 5 3","117 ALBION RD 5 3","","","","",""
"","26 Redwing Road 4 4","26 REDWING RD 4 4","","","","",""
"","78 Westgate Rd 6 4","78 WESTGATE RD 6 4","","","","",""
"","10 Seaver St 5 2","10 SEAVER ST 5 2","","","","",""
"","102 Great Plain Ave 6 4","102 GREAT PLAIN AVE 6 4","","","","",""
"","8 Fiske Rd 4 3","8 FISKE RD 4 3","","","","",""
"","70 High Ledge Ave 5 3","70 HIGH LEDGE AVE 5 3","","","","",""
"","35 Haven Road 4 2","35 HAVEN RD 4 2","","","","",""
"","90 Overbrook Dr 5 4","90 OVERBROOK DR 5 4","","","","",""
"","58 Washburn Ave 4 3","58 WASHBURN AVE 4 3","","","","",""
"","11 Shelley Road 3 2","11 SHELLEY RD 3 2","","","","",""
"","50 Madison Rd 4 3","50 MADISON RD 4 3","","","","",""
"","40 Pleasant St 4 4","40 PLEASANT ST 4 4","","","","",""
"","59 Fairbanks Ave 4 3","59 FAIRBANKS AVE 4 3","","","","",""
"","189 Bristol Rd 4 2","189 BRISTOL RD 4 2","","","","",""
"","3 MAPLE RD 4 4","3 MAPLE RD 4 4","","","","",""
"","30 Paine St 4 2","30 PAINE ST 4 2","","","","",""
"","15 Tanglewood Rd 5 3","15 TANGLEWOOD RD 5 3","","","","",""
"","4 Arnold Rd 4 3","4 ARNOLD RD 4 3","","","","",""
"","48 Shirley Rd 4 2","48 SHIRLEY RD 4 2","","","","",""
"","17 Berkeley Rd 4 2","17 BERKELEY RD 4 2","","","","",""
"","27 Brookfield Rd 4 2","27 BROOKFIELD RD 4 2","","","","",""
"","62 Leighton Rd 3 2","62 LEIGHTON RD 3 2","","","","",""
"","22 Cushing Rd 5 3","22 CUSHING RD 5 3","","","","",""
"","22 Wilde Rd 5 3","22 WILDE RD 5 3","","","","",""
"","71 Suffolk Rd 4 3","71 SUFFOLK RD 4 3","","","","",""
"","64 Oak Street 4 3","64 OAK ST 4 3","","","","",""
"","64 Fuller Brook Rd 4 3","64 FULLER BROOK RD 4 3","","","","",""
"","110 Suffolk Road 5 2","110 SUFFOLK RD 5 2","","","","",""
"","81 Bristol Rd 4 2","81 BRISTOL RD 4 2","","","","",""
"","71 Westgate Rd 4 2","71 WESTGATE RD 4 2","","","","",""
"","6 Boulder Brook Rd 4 3","6 BOULDER BROOK RD 4 3","","","","",""
"","36 Skyline Drive 4 2","36 SKYLINE DR 4 2","","","","",""
"","39 Fairbanks Ave 3 2","39 FAIRBANKS AVE 3 2","","","","",""
"","20 Riverdale Rd 3 2","20 RIVERDALE RD 3 2","","","","",""
"","20 Durant Road 4 2","20 DURANT RD 4 2","","","","",""
"","61 Chesterton Road 4 2","61 CHESTERTON RD 4 2","","","","",""
"","16 Hickory Rd 5 2","16 HICKORY RD 5 2","","","","",""
"","35 Old Colony Rd 5 3","35 OLD COLONY RD 5 3","","","","",""
"","29 Summit Rd 4 2","29 SUMMIT RD 4 2","","","","",""
"","15 Woodfield Rd 5 2","15 WOODFIELD RD 5 2","","","","",""
"","6 Mulherin Lane 4 2","6 MULHERIN LN 4 2","","","","",""
"","2 Cavanagh Road 3 2","2 CAVANAGH RD 3 2","","","","",""
"","42 Longfellow Rd 4 3","42 LONGFELLOW RD 4 3","","","","",""
"","60 Thackeray Rd 4 3","60 THACKERAY RD 4 3","","","","",""
"","72 Emerson Road 4 2","72 EMERSON RD 4 2","","","","",""
"","22 Chatham Circle 4 4","22 CHATHAM CIR 4 4","","","","",""
"","7 Garden Rd 4 2","7 GARDEN RD 4 2","","","","",""
"","194 Oakland Street 5 3","194 OAKLAND ST 5 3","","","","",""
"","266 Weston Rd 3 2","266 WESTON RD 3 2","","","","",""
"","29 Croton Street 6 2","29 CROTON ST 6 2","","","","",""
"","8 Deerfield Rd 5 3","8 DEERFIELD RD 5 3","","","","",""
"","20 Edgewater Drive 4 2","20 EDGEWATER DR 4 2","","","","",""
"","28 Boulder Rd 4 3","28 BOULDER RD 4 3","","","","",""
"","27 Hunnewell St 4 4","27 HUNNEWELL ST 4 4","","","","",""
"","38 Edgemoor Ave 4 3","38 EDGEMOOR AVE 4 3","","","","",""
"","131 Overbrook Drive 4 3","131 OVERBROOK DR 4 3","","","","",""
"","31 Forest St 6 3","31 FOREST ST 6 3","","","","",""
"","9 Hunting Street 4 2","9 HUNTING ST 4 2","","","","",""
"","85 Washburn Ave 4 4","85 WASHBURN AVE 4 4","","","","",""
"","12 Pine Plain Rd 6 4","12 PINE PLAIN RD 6 4","","","","",""
"","140 Benvenue Street 5 3","140 BENVENUE ST 5 3","","","","",""
"","38 Garrison Rd 4 2","38 GARRISON RD 4 2","","","","",""
"","12 Northgate Rd 3 2","12 NORTHGATE RD 3 2","","","","",""
"","29 Poplar Rd 4 2","29 POPLAR RD 4 2","","","","",""
"","8 Partridge Road 3 3","8 PARTRIDGE RD 3 3","","","","",""
"","62 Arnold Rd 3 2","62 ARNOLD RD 3 2","","","","",""
"","196 Washington St 4 2","196 WASHINGTON ST 4 2","","","","",""
"","14 Francis Rd 4 3","14 FRANCIS RD 4 3","","","","",""
"","75 Croton St 4 3","75 CROTON ST 4 3","","","","",""
"","43 Overbrook Dr 6 4","43 OVERBROOK DR 6 4","","","","",""
"","10 Thomas Rd 5 4","10 THOMAS RD 5 4","","","","",""
"","1 Chatham Circle 4 2","1 CHATHAM CIR 4 2","","","","",""
"","23 Meadowbrook Road 4 2","23 MEADOWBROOK RD 4 2","","","","",""
"","35 Pinewood Rd 4 3","35 PINEWOOD RD 4 3","","","","",""
"","112 Bristol Rd 4 2","112 BRISTOL RD 4 2","","","","",""
"","79 Donizetti Street 5 4","79 DONIZETTI ST 5 4","","","","",""
"","3 Brookmere Ave 3 2","3 BROOKMERE AVE 3 2","","","","",""
"","2 Auburn Rd 4 2","2 AUBURN RD 4 2","","","","",""
"","4 Oakdale Ave 5 3","4 OAKDALE AVE 5 3","","","","",""
"","45 Wareland Rd 4 2","45 WARELAND RD 4 2","","","","",""
"","33 Benvenue St 5 3","33 BENVENUE ST 5 3","","","","",""
"","35 Riverdale Rd 5 3","35 RIVERDALE RD 5 3","","","","",""
"","72 Dover Rd 3 3","72 DOVER RD 3 3","","","","",""
"","10 West Riding St 4 2","10 WEST RIDING ST 4 2","","","","",""
"","14 Woodridge Road 3 2","14 WOODRIDGE RD 3 2","","","","",""
"","11 Arnold Rd 4 2","11 ARNOLD RD 4 2","","","","",""
"","10 Berkeley Rd 3 2","10 BERKELEY RD 3 2","","","","",""
"","16 Croton Street 4 3","16 CROTON ST 4 3","","","","",""
"","53 Bancroft Rd 4 3","53 BANCROFT RD 4 3","","","","",""
"","24 S Woodside Ave 4 3","24 S WOODSIDE AVE 4 3","","","","",""
"","11 Riverdale Road 3 1","11 RIVERDALE RD 3 1","","","","",""
"","11 Comeau Street 4 2","11 COMEAU ST 4 2","","","","",""
"","53 Mayo Rd 4 3","53 MAYO RD 4 3","","","","",""
"","53 Cottonwood Rd 5 3","53 COTTONWOOD RD 5 3","","","","",""
"","80 Mayo Road 4 2","80 MAYO RD 4 2","","","","",""
"","96 Glen Rd 4 2","96 GLEN RD 4 2","","","","",""
"","148 Oakland Street 4 4","148 OAKLAND ST 4 4","","","","",""
"","37 Fox Hill Rd 4 3","37 FOX HILL RD 4 3","","","","",""
"","2 Barnstable Road 4 3","2 BARNSTABLE RD 4 3","","","","",""
"","257 Oakland St 4 3","257 OAKLAND ST 4 3","","","","",""
"","402 Linden St 4 2","402 LINDEN ST 4 2","","","","",""
"","85 Washington St 4 2","85 WASHINGTON ST 4 2","","","","",""
"","85 Glen Cross Rd 4 3","85 GLEN CROSS RD 4 3","","","","",""
"","44 Mayo Rd 3 2","44 MAYO RD 3 2","","","","",""
"","60 Washburn Ave. 4 2","60 WASHBURN AVE 4 2","","","","",""
"","49 Pilgrim Road 4 2","49 PILGRIM RD 4 2","","","","",""
"","146 Lowell Rd 5 4","146 LOWELL RD 5 4","","","","",""
"","3 Wilson Street 4 2","3 WILSON ST 4 2","","","","",""
"","4 Chesterton Road 3 1","4 CHESTERTON RD 3 1","","","","",""
"","10 Jackson Road 4 2","10 JACKSON RD 4 2","","","","",""
"","72 Fuller Brook 4 4","72 FULLER BROOK 4 4","","","","",""
"","8 Tappan Rd 4 1","8 TAPPAN RD 4 1","","","","",""
"","8 Skyline Dr 4 2","8 SKYLINE DR 4 2","","","","",""
"","41 Atwood St 4 2","41 ATWOOD ST 4 2","","","","",""
"","20 Chatham Cir 5 4","20 CHATHAM CIR 5 4","","","","",""
"","4 Strathmore Rd 4 2","4 STRATHMORE RD 4 2","","","","",""
"","2 Woodlawn Ave 5 3","2 WOODLAWN AVE 5 3","","","","",""
"","78 Whittier Road 5 3","78 WHITTIER RD 5 3","","","","",""
"","12 Madison Road 3 3","12 MADISON RD 3 3","","","","",""
"","71 Kingsbury Street 5 5","71 KINGSBURY ST 5 5","","","","",""
"","58 Seaver Pl 5 3","58 SEAVER PL 5 3","","","","",""
"","17 Bryn Mawr Road 3 2","17 BRYN MAWR RD 3 2","","","","",""
"","15 Beverly Rd 4 2","15 BEVERLY RD 4 2","","","","",""
"","50 Wall St 3 2","50 WALL ST 3 2","","","","",""
"","21 Chestnut Street 4 2","21 CHESTNUT ST 4 2","","","","",""
"","106 Great Plain Avenue 4 4","106 GREAT PLAIN AVE 4 4","","","","",""
"","26 Skyline Drive 4 4","26 SKYLINE DR 4 4","","","","",""
"","47 Maugus Hill Road 4 2","47 MAUGUS HILL RD 4 2","","","","",""
"","95 Parker Rd 4 3","95 PARKER RD 4 3","","","","",""
"","4 Carver Rd 4 2","4 CARVER RD 4 2","","","","",""
"","10 Marigold Ave 4 2","10 MARIGOLD AVE 4 2","","","","",""
"","81 Parker Rd 4 2","81 PARKER RD 4 2","","","","",""
"","9 Berkeley Rd 4 2","9 BERKELEY RD 4 2","","","","",""
"","5 Tappan Rd 4 2","5 TAPPAN RD 4 2","","","","",""
"","53 Madison Rd 4 2","53 MADISON RD 4 2","","","","",""
"","28 Longfellow Rd 5 5","28 LONGFELLOW RD 5 5","","","","",""
"","30 Sunset Rd 3 2","30 SUNSET RD 3 2","","","","",""
"","68 Seaver Street 3 2","68 SEAVER ST 3 2","","","","",""
"","22 Ingersoll Rd 3 2","22 INGERSOLL RD 3 2","","","","",""
"","32 Hillside Rd 3 1","32 HILLSIDE RD 3 1","","","","",""
"","12 Crescent St 3 2","12 CRESCENT ST 3 2","","","","",""
"","24 Lantern Ln 3 2","24 LANTERN LN 3 2","","","","",""
"","27 Standish Road 3 3","27 STANDISH RD 3 3","","","","",""
"","96 Seaver Street 4 2","96 SEAVER ST 4 2","","","","",""
"","23 Overbrook Dr 4 2","23 OVERBROOK DR 4 2","","","","",""
"","84 Standish Road 4 2","84 STANDISH RD 4 2","","","","",""
"","10 Fuller Brook 3 3","10 FULLER BROOK 3 3","","","","",""
"","18 Lanark Rd 5 3","18 LANARK RD 5 3","","","","",""
"","15 Orchard St 3 3","15 ORCHARD ST 3 3","","","","",""
"","6 Boulder Brook Rd 4 3","6 BOULDER BROOK RD 4 3","","","","",""
"","44 Mansfield Rd. 4 2","44 MANSFIELD RD 4 2","","","","",""
"","102 Edgemoor Ave 4 2","102 EDGEMOOR AVE 4 2","","","","",""
"","21 Cunningham Rd 4 2","21 CUNNINGHAM RD 4 2","","","","",""
"","22 Heckle St 3 3","22 HECKLE ST 3 3","","","","",""
"","47 Twitchell St 4 3","47 TWITCHELL ST 4 3","","","","",""
"","39 Skyline Dr 4 2","39 SKYLINE DR 4 2","","","","",""
"","23 Thomas Rd 4 4","23 THOMAS RD 4 4","","","","",""
"","36 Marshall Road 3 3","36 MARSHALL RD 3 3","","","","",""
"","7 Atwood St. 3 3","7 ATWOOD ST 3 3","","","","",""
"","98 Overbrook Drive 4 2","98 OVERBROOK DR 4 2","","","","",""
"","4 Solon St 3 1","4 SOLON ST 3 1","","","","",""
"","16 Bluebird Rd 3 3","16 BLUEBIRD RD 3 3","","","","",""
"","7 Springdale Ave 4 2","7 SPRINGDALE AVE 4 2","","","","",""
"","113 Brook St 4 2","113 BROOK ST 4 2","","","","",""
"","30 Summit Rd 4 1","30 SUMMIT RD 4 1","","","","",""
"","5 Hardy Rd. 3 3","5 HARDY RD 3 3","","","","",""
"","45 Ivy Road 4 2","45 IVY RD 4 2","","","","",""
"","6 Juniper Rd 4 3","6 JUNIPER RD 4 3","","","","",""
"","85 Benvenue Street 4 2","85 BENVENUE ST 4 2","","","","",""
"","11 Evergreen Ave 4 2","11 EVERGREEN AVE 4 2","","","","",""
"","52 Riverdale Rd 4 2","52 RIVERDALE RD 4 2","","","","",""
"","24 Carver Rd 3 2","24 CARVER RD 3 2","","","","",""
"","110 Oak St 4 3","110 OAK ST 4 3","","","","",""
"","17 Putney Rd 3 3","17 PUTNEY RD 3 3","","","","",""
"","30 Leighton Rd 3 1","30 LEIGHTON RD 3 1","","","","",""
"","48 Hundreds Rd 4 2","48 HUNDREDS RD 4 2","","","","",""
"","119 Westgate Road 4 3","119 WESTGATE RD 4 3","","","","",""
"","9 NORTHGATE ROAD 4 2","9 NORTHGATE RD 4 2","","","","",""
"","102 Wellesley Ave 4 2","102 WELLESLEY AVE 4 2","","","","",""
"","18 Benvenue 4 3","18 BENVENUE 4 3","","","","",""
"","9 Granite 3 2","9 GRANITE 3 2","","","","",""
"","149 Great Plain Ave 4 4","149 GREAT PLAIN AVE 4 4","","","","",""
"","29 Martin Road 5 2","29 MARTIN RD 5 2","","","","",""
"","45 Howe Street 3 1","45 HOWE ST 3 1","","","","",""
"","22 Standish Road 3 2","22 STANDISH RD 3 2","","","","",""
"","45 Seaward Rd 4 3","45 SEAWARD RD 4 3","","","","",""
"","22 Boulder Road 4 2","22 BOULDER RD 4 2","","","","",""
"","14 Standish Rd 4 2","14 STANDISH RD 4 2","","","","",""
"","17 Garrison Rd. 3 2","17 GARRISON RD 3 2","","","","",""
"","5 Alhambra Rd 4 3","5 ALHAMBRA RD 4 3","","","","",""
"","20 Wedgwood Rd 4 3","20 WEDGWOOD RD 4 3","","","","",""
"","26 Woodridge Road 4 2","26 WOODRIDGE RD 4 2","","","","",""
"","63 Washburn Avenue 4 2","63 WASHBURN AVE 4 2","","","","",""
"","24 Bradford Road 4 2","24 BRADFORD RD 4 2","","","","",""
"","39 River Glen Rd 4 2","39 RIVER GLEN RD 4 2","","","","",""
"","27 Fells Rd 4 2","27 FELLS RD 4 2","","","","",""
"","9 Dunedin Rd 4 3","9 DUNEDIN RD 4 3","","","","",""
"","33 Ingraham Road 4 2","33 INGRAHAM RD 4 2","","","","",""
"","82 Washington Street 6 3","82 WASHINGTON ST 6 3","","","","",""
"","26 Eisenhower Cir 4 3","26 EISENHOWER CIR 4 3","","","","",""
"","6 Shadow Lane 4 3","6 SHADOW LN 4 3","","","","",""
"","8 Pilgrim Cir 4 2","8 PILGRIM CIR 4 2","","","","",""
"","289 Walnut St 3 3","289 WALNUT ST 3 3","","","","",""
"","7 Heckle St 3 2","7 HECKLE ST 3 2","","","","",""
"","79 Leighton Rd 4 2","79 LEIGHTON RD 4 2","","","","",""
"","11 Saunders Terrace 4 2","11 SAUNDERS TER 4 2","","","","",""
"","19 Fife Rd 4 2","19 FIFE RD 4 2","","","","",""
"","122 Great Plain Ave 4 3","122 GREAT PLAIN AVE 4 3","","","","",""
"","26 Cavanagh Rd 4 2","26 CAVANAGH RD 4 2","","","","",""
"","54 Radcliffe Rd 4 3","54 RADCLIFFE RD 4 3","","","","",""
"","19 Aberdeen Rd 3 2","19 ABERDEEN RD 3 2","","","","",""
"","45 Sheridan Rd 4 3","45 SHERIDAN RD 4 3","","","","",""
"","50 Pine Plain Road 3 2","50 PINE PLAIN RD 3 2","","","","",""
"","22 Fisher Ave 4 2","22 FISHER AVE 4 2","","","","",""
"","100 Wellesley Ave 3 2","100 WELLESLEY AVE 3 2","","","","",""
"","17 Oakland St 3 2","17 OAKLAND ST 3 2","","","","",""
"","9 Franklin Road 3 2","9 FRANKLIN RD 3 2","","","","",""
"","16 Northgate 3 2","16 NORTHGATE 3 2","","","","",""
"","14 Lafayette Cir 3 2","14 LAFAYETTE CIR 3 2","","","","",""
"","19 Oakland Cir 4 2","19 OAKLAND CIR 4 2","","","","",""
"","18 Oxford Rd 3 2","18 OXFORD RD 3 2","","","","",""
"","31 Avon Rd 3 3","31 AVON RD 3 3","","","","",""
"","34 Earle Road 3 2","34 EARLE RD 3 2","","","","",""
"","5 Shelley Rd 3 2","5 SHELLEY RD 3 2","","","","",""
"","2 Oakdale Ave 4 2","2 OAKDALE AVE 4 2","","","","",""
"","2 Shirley Rd 3 2","2 SHIRLEY RD 3 2","","","","",""
"","6 Ivy Circle 3 2","6 IVY CIR 3 2","","","","",""
"","126 Great Plain Ave 4 2","126 GREAT PLAIN AVE 4 2","","","","",""
"","5 Berkeley Rd 4 2","5 BERKELEY RD 4 2","","","","",""
"","7 Madison 4 2","7 MADISON 4 2","","","","",""
"","10 Durant Road 3 3","10 DURANT RD 3 3","","","","",""
"","20 Cliff Road 3 2","20 CLIFF RD 3 2","","","","",""
"","141 Great Plain Ave 3 2","141 GREAT PLAIN AVE 3 2","","","","",""
"","126 Glen Rd 4 2","126 GLEN RD 4 2","","","","",""
"","66 Pilgrim Road 3 2","66 PILGRIM RD 3 2","","","","",""
"","6 Maugus Avenue 5 2","6 MAUGUS AVE 5 2","","","","",""
"","115 Woodside Ave 4 3","115 WOODSIDE AVE 4 3","","","","",""
"","19 Hunting St 3 2","19 HUNTING ST 3 2","","","","",""
"","24 Cedar St 5 3","24 CEDAR ST 5 3","","","","",""
"","5 Great Plain Ave 4 3","5 GREAT PLAIN AVE 4 3","","","","",""
"","112 Wellesley Ave 4 1","112 WELLESLEY AVE 4 1","","","","",""
"","6 Fisher Ave 4 3","6 FISHER AVE 4 3","","","","",""
"","175 Walnut St 3 2","175 WALNUT ST 3 2","","","","",""
"","75 Standish Rd 3 2","75 STANDISH RD 3 2","","","","",""
"","20 Tappan Rd 4 2","20 TAPPAN RD 4 2","","","","",""
"","6 Fuller Brook Rd 4 2","6 FULLER BROOK RD 4 2","","","","",""
"","9 Standish Road 4 2","9 STANDISH RD 4 2","","","","",""
"","30 Standish Rd 3 2","30 STANDISH RD 3 2","","","","",""
"","197 Bristol Rd 4 1","197 BRISTOL RD 4 1","","","","",""
"","21 Stonecleve Road 2 2","21 STONECLEVE RD 2 2","","","","",""
"","15 Squirrel Rd 3 3","15 SQUIRREL RD 3 3","","","","",""
"","6 Francis Road 5 4","6 FRANCIS RD 5 4","","","","",""
"","14 Oakland Street 4 2","14 OAKLAND ST 4 2","","","","",""
"","54 Northgate Rd 4 2","54 NORTHGATE RD 4 2","","","","",""
"","31 Fells Road 5 2","31 FELLS RD 5 2","","","","",""
"","65 Crest Road 3 1","65 CREST RD 3 1","","","","",""
"","50 Avon Road 3 2","50 AVON RD 3 2","","","","",""
"","31 Edmunds Rd 3 2","31 EDMUNDS RD 3 2","","","","",""
"","74 Leighton Road 4 2","74 LEIGHTON RD 4 2","","","","",""
"","4 Framar Rd 4 1","4 FRAMAR RD 4 1","","","","",""
"","395 Weston 3 1","395 WESTON 3 1","","","","",""
"","3 Beverly Road 3 2","3 BEVERLY RD 3 2","","","","",""
"","24 Durant Rd 3 2","24 DURANT RD 3 2","","","","",""
"","45 Avon Rd 3 2","45 AVON RD 3 2","","","","",""
"","8 Bay View Rd 4 2","8 BAY VIEW RD 4 2","","","","",""
"","25 Maurice Rd 3 2","25 MAURICE RD 3 2","","","","",""
"","11 Riverdale Rd 3 1","11 RIVERDALE RD 3 1","","","","",""
"","24 Denton Rd 3 1","24 DENTON RD 3 1","","","","",""
"","7 Lovewell Road 4 2","7 LOVEWELL RD 4 2","","","","",""
"","6 Willow Park 4 4","6 WILLOW PARK 4 4","","","","",""
"","42 Shirley Rd 4 1","42 SHIRLEY RD 4 1","","","","",""
"","17 Hill Top Rd 4 2","17 HILL TOP RD 4 2","","","","",""
"","2 Pilgrim Rd 4 4","2 PILGRIM RD 4 4","","","","",""
"","4 Skyline Dr 5 2","4 SKYLINE DR 5 2","","","","",""
"","21 Pine Ridge Rd 4 2","21 PINE RIDGE RD 4 2","","","","",""
"","77 Kingsbury Street 3 2","77 KINGSBURY ST 3 2","","","","",""
"","130 Great Plain Avenue 3 2","130 GREAT PLAIN AVE 3 2","","","","",""
"","11 Oakencroft Rd 4 3","11 OAKENCROFT RD 4 3","","","","",""
"","56 Seaver Place 3 3","56 SEAVER PL 3 3","","","","",""
"","106 Edgemoor Ave 3 2","106 EDGEMOOR AVE 3 2","","","","",""
"","39 Washburn Ave 3 2","39 WASHBURN AVE 3 2","","","","",""
"","26 Putney Rd 4 2","26 PUTNEY RD 4 2","","","","",""
"","32 Pine Ridge Rd 3 2","32 PINE RIDGE RD 3 2","","","","",""
"","39 Standish Rd 3 2","39 STANDISH RD 3 2","","","","",""
"","23 Glen Road 4 2","23 GLEN RD 4 2","","","","",""
"","26 Roberts Road 3 1","26 ROBERTS RD 3 1","","","","",""
"","10 Kimlo Road 3 2","10 KIMLO RD 3 2","","","","",""
"","73 Prospect St 4 1","73 PROSPECT ST 4 1","","","","",""
"","111 Great Plain Ave 4 3","111 GREAT PLAIN AVE 4 3","","","","",""
"","51 Northgate Rd 4 1","51 NORTHGATE RD 4 1","","","","",""
"","81 Seaver Street 3 2","81 SEAVER ST 3 2","","","","",""
"","74 Curve St 3 1","74 CURVE ST 3 1","","","","",""
"","2 Woodfield Rd 4 2","2 WOODFIELD RD 4 2","","","","",""
"","17 Ledyard Street 3 2","17 LEDYARD ST 3 2","","","","",""
"","24 Northgate Rd 3 2","24 NORTHGATE RD 3 2","","","","",""
"","19 Kirkland Cir 2 3","19 KIRKLAND CIR 2 3","","","","",""
"","164 Walnut Street 3 2","164 WALNUT ST 3 2","","","","",""
"","48 Fuller Brook Rd 2 1","48 FULLER BROOK RD 2 1","","","","",""
"","1 Vista Road 4 2","1 VISTA RD 4 2","","","","",""
"","16 Summit Rd 3 2","16 SUMMIT RD 3 2","","","","",""
"","16 Granite St 4 1","16 GRANITE ST 4 1","","","","",""
"","49 Leighton Rd 3 2","49 LEIGHTON RD 3 2","","","","",""
"","20 Chesterton Rd 3 1","20 CHESTERTON RD 3 1","","","","",""
"","17 Paine 3 2","17 PAINE 3 2","","","","",""
"","15 Lexington Rd 3 2","15 LEXINGTON RD 3 2","","","","",""
"","10 Oakland Cir 3 2","10 OAKLAND CIR 3 2","","","","",""
"","93 Brook St 4 2","93 BROOK ST 4 2","","","","",""
"","68 Standish Rd 2 2","68 STANDISH RD 2 2","","","","",""
"","8 Hampden St 4 2","8 HAMPDEN ST 4 2","","","","",""
"","41 Brook St 3 1","41 BROOK ST 3 1","","","","",""
"","127 Prospect St 3 2","127 PROSPECT ST 3 2","","","","",""
"","13 Donizetti St 3 2","13 DONIZETTI ST 3 2","","","","",""
"","4 Southwick Cir 3 1","4 SOUTHWICK CIR 3 1","","","","",""
"","555 Worcester St 4 4","555 WORCESTER ST 4 4","","","","",""
"","45 Howe Street 3 1","45 HOWE ST 3 1","","","","",""
"","68 Washburn Ave 3 2","68 WASHBURN AVE 3 2","","","","",""
"","65 Longfellow Road 3 2","65 LONGFELLOW RD 3 2","","","","",""
